"date","day_of_week","DJ_return","log_volume","log_volatility","train"
"1963-02-27","wed",-0.006656,-0.145662,-10.3343018537365,TRUE
"1963-02-28","thur",-0.011787,-0.043604,-10.0510290876222,TRUE
"1963-03-01","fri",-0.004869,-0.09272,-10.0971232737816,TRUE
"1963-03-04","mon",0.011035,-0.167947,-9.91851672690824,TRUE
"1963-03-05","tues",0.00018,-0.276907,-10.0238042451924,TRUE
"1963-03-06","wed",0.001378,-0.333358,-10.1244165577686,TRUE
"1963-03-07","thur",0.005002,-0.257751,-10.1627337831275,TRUE
"1963-03-08","fri",0.001488,-0.257772,-10.2617360195275,TRUE
"1963-03-11","mon",0.002362,-0.313962,-10.3495162510538,TRUE
"1963-03-12","tues",0.001749,-0.262888,-10.4443120086761,TRUE
"1963-03-13","wed",0.003637,-0.057878,-10.5004285911494,TRUE
"1963-03-14","thur",-0.005816,-0.210062,-10.4777834681998,TRUE
"1963-03-15","fri",0.003852,-0.247353,-10.5262471014062,TRUE
"1963-03-18","mon",-0.004104,-0.286613,-10.5641632835291,TRUE
"1963-03-19","tues",-0.002229,-0.301336,-10.6483639119411,TRUE
"1963-03-20","wed",0.007501,-0.145229,-10.5199696616806,TRUE
"1963-03-21","thur",-0.002292,-0.279592,-10.6039405557455,TRUE
"1963-03-22","fri",0.00334,-0.11152,-10.6605718351224,TRUE
"1963-03-25","mon",0.000501,-0.141895,-10.7647414807054,TRUE
"1963-03-26","tues",0.003253,-0.03971,-10.8159386651916,TRUE
"1963-03-27","wed",0.006373,-0.001714,-10.7185343803831,TRUE
"1963-03-28","thur",-0.003306,-0.095929,-10.7704730148352,TRUE
"1963-03-29","fri",7.3e-05,-0.228421,-10.8758053972361,TRUE
"1963-04-01","mon",0.004882,-0.095143,-10.8501168806121,TRUE
"1963-04-02","tues",-0.002321,0.019677,-10.9250949121423,TRUE
"1963-04-03","wed",0.009078,0.08527,-10.6192280507488,TRUE
"1963-04-04","thur",0.009527,0.211949,-10.3791416757974,TRUE
"1963-04-05","fri",0.007588,0.200482,-10.2972833130978,TRUE
"1963-04-08","mon",0.005112,0.322872,-10.3200529414365,TRUE
"1963-04-09","tues",0,0.168708,-10.4254135582106,TRUE
"1963-04-10","wed",-0.002382,0.311323,-10.5097416964417,TRUE
"1963-04-11","thur",0.005804,0.195305,-10.4864789332134,TRUE
"1963-04-15","mon",0.004127,0.31146,-10.5262284609306,TRUE
"1963-04-16","tues",-0.000647,0.24611,-10.6298573428912,TRUE
"1963-04-17","wed",-0.000943,0.181202,-10.7311416871402,TRUE
"1963-04-18","thur",-0.002947,0.09339,-10.7932936199679,TRUE
"1963-04-19","fri",0.004958,0.072635,-10.7737739016912,TRUE
"1963-04-22","mon",-0.000942,0.17945,-10.8744388205459,TRUE
"1963-04-23","tues",0.005568,0.189212,-10.8126601783437,TRUE
"1963-04-24","wed",0.003853,0.313432,-10.8393179462849,TRUE
"1963-04-25","thur",0.000822,0.159209,-10.9408606318149,TRUE
"1963-04-26","fri",-0.00163,0.036303,-11.0296959348191,TRUE
"1963-04-29","mon",-0.002863,-0.081212,-11.0804186356704,TRUE
"1963-04-30","tues",0.003615,0.084773,-11.0957248217548,TRUE
"1963-05-01","wed",0.002741,0.150862,-11.1475374899716,TRUE
"1963-05-02","thur",0.001971,0.028046,-11.2233786322651,TRUE
"1963-05-03","fri",-0.004183,0.08783,-11.1928642991946,TRUE
"1963-05-06","mon",-0.00602,-0.064521,-11.0417231794001,TRUE
"1963-05-07","tues",-0.001711,-0.052991,-11.1269884618429,TRUE
"1963-05-08","wed",0.008371,0.159566,-10.8075147894012,TRUE
"1963-05-09","thur",0.004762,0.240215,-10.7955750598434,TRUE
"1963-05-10","fri",0.00184,0.17403,-10.8827335262629,TRUE
"1963-05-13","mon",-0.000401,0.104507,-10.9871430536946,TRUE
"1963-05-14","tues",-0.004394,0.065829,-10.9731136300462,TRUE
"1963-05-15","wed",0.006232,0.238505,-10.8541187254873,TRUE
"1963-05-16","thur",-0.002073,0.232095,-10.935071297747,TRUE
"1963-05-17","fri",0.002722,-0.016456,-10.9952853129339,TRUE
"1963-05-20","mon",-0.006408,0.04659,-10.8601165417836,TRUE
"1963-05-21","tues",0.005345,0.210316,-10.8125172099321,TRUE
"1963-05-22","wed",-0.001659,0.205643,-10.9028164740636,TRUE
"1963-05-23","thur",-0.002022,-0.025747,-10.983799518273,TRUE
"1963-05-24","fri",-0.001179,-0.047893,-11.080102680824,TRUE
"1963-05-27","mon",-0.003169,-0.184693,-11.1155657839306,TRUE
"1963-05-28","tues",-0.000418,-0.154739,-11.2196239611396,TRUE
"1963-05-29","wed",0.006317,-0.041642,-11.0392604218884,TRUE
"1963-05-31","fri",0.006154,0.040318,-10.911891380338,TRUE
"1963-06-03","mon",-0.00095,0.177802,-11.0117738842284,TRUE
"1963-06-04","tues",0.000303,0.275247,-11.1165172469523,TRUE
"1963-06-05","wed",-0.000771,0.253747,-11.2174426475983,TRUE
"1963-06-06","thur",0.001294,0.093386,-11.3090519947801,TRUE
"1963-06-07","fri",-0.006155,0.116196,-11.1193001716663,TRUE
"1963-06-10","mon",-0.008229,0.029765,-10.8141934089009,TRUE
"1963-06-11","tues",0.002634,-0.034146,-10.8819297900708,TRUE
"1963-06-12","wed",0.006908,0.136429,-10.7387583620589,TRUE
"1963-06-13","thur",-0.002672,0.030233,-10.8082030368259,TRUE
"1963-06-14","fri",0.000831,-0.167275,-10.9097752046112,TRUE
"1963-06-17","mon",-0.005305,-0.253922,-10.8572319996243,TRUE
"1963-06-18","tues",0.00096,-0.143689,-10.9572884389637,TRUE
"1963-06-19","wed",0.001307,-0.126369,-11.0518238412627,TRUE
"1963-06-20","thur",-0.001376,0.098045,-11.1440005591301,TRUE
"1963-06-21","fri",0.002681,-0.072006,-11.1955981862428,TRUE
"1963-06-24","mon",-0.00328,-0.196036,-11.2175245098911,TRUE
"1963-06-25","tues",-0.002927,-0.087897,-11.2544201752387,TRUE
"1963-06-26","wed",-0.010286,8.9e-05,-10.7138775646889,TRUE
"1963-06-27","thur",-0.004184,0.007223,-10.7353847476429,TRUE
"1963-06-28","fri",0.001203,-0.397922,-10.8333808816762,TRUE
"1963-07-01","mon",-0.007854,-0.292426,-10.6405807690227,TRUE
"1963-07-02","tues",0.010764,-0.238399,-10.3154133862584,TRUE
"1963-07-03","wed",0.006215,-0.10881,-10.2989092648149,TRUE
"1963-07-05","fri",0.004322,-0.432001,-10.3444445106571,TRUE
"1963-07-08","mon",-0.008114,-0.308079,-10.2449032278409,TRUE
"1963-07-09","tues",0.004815,-0.153239,-10.2802873642564,TRUE
"1963-07-10","wed",-0.002763,-0.175025,-10.3612281214099,TRUE
"1963-07-11","thur",-0.00332,-0.079448,-10.428615975418,TRUE
"1963-07-12","fri",-0.002907,-0.190306,-10.5027288115283,TRUE
"1963-07-15","mon",-0.006265,-0.2947,-10.4606887579237,TRUE
"1963-07-16","tues",-0.001651,-0.384155,-10.5555327137864,TRUE
"1963-07-17","wed",-0.003424,-0.111223,-10.6120940143903,TRUE
"1963-07-18","thur",-0.005474,-0.171188,-10.5905882499741,TRUE
"1963-07-19","fri",-0.002893,-0.275247,-10.6596541952548,TRUE
"1963-07-22","mon",-0.00745,-0.172678,-10.5317657665616,TRUE
"1963-07-23","tues",-0.001308,-0.226624,-10.630029792371,TRUE
"1963-07-24","wed",0.00441,-0.443438,-10.6497937668935,TRUE
"1963-07-25","thur",-0.004599,-0.16551,-10.6606332400675,TRUE
"1963-07-26","fri",0.002425,-0.554303,-10.7385024911455,TRUE
"1963-07-29","mon",0.001927,-0.430001,-10.8250144693305,TRUE
"1963-07-30","tues",0.008233,-0.207116,-10.6093544872643,TRUE
"1963-07-31","wed",-0.001423,-0.098992,-10.705647242506,TRUE
"1963-08-01","thur",-0.000806,-0.251353,-10.8077963552848,TRUE
"1963-08-02","fri",0.004251,-0.398501,-10.8185859954693,TRUE
"1963-08-05","mon",0.006741,-0.260014,-10.6990817194277,TRUE
"1963-08-06","tues",0.006399,-0.150779,-10.6207737489494,TRUE
"1963-08-07","wed",-0.004451,-0.143501,-10.63977817008,TRUE
"1963-08-08","thur",0.000369,-0.234865,-10.7445061687061,TRUE
"1963-08-09","fri",0.005961,-0.079195,-10.6817443559307,TRUE
"1963-08-12","mon",0.00265,0.082214,-10.753675986609,TRUE
"1963-08-13","tues",0.00121,0.010186,-10.8514511146352,TRUE
"1963-08-14","wed",0.005357,0.002308,-10.804448882379,TRUE
"1963-08-15","thur",0.005023,0.118939,-10.780519591209,TRUE
"1963-08-16","fri",0.001071,-0.068015,-10.8797714181573,TRUE
"1963-08-19","mon",-0.000709,-0.189885,-10.9821689868354,TRUE
"1963-08-20","tues",-0.002145,-0.186375,-11.0579117502241,TRUE
"1963-08-21","wed",-0.002163,-0.144342,-11.1308142825604,TRUE
"1963-08-22","thur",0.003835,0.027065,-11.130453347961,TRUE
"1963-08-23","fri",0.006479,0.098333,-10.9595732523308,TRUE
"1963-08-26","mon",0.001423,0.060902,-11.0520729547825,TRUE
"1963-08-27","tues",-0.005942,-0.077525,-10.9363609782652,TRUE
"1963-08-28","wed",0.007184,0.150078,-10.7624659657476,TRUE
"1963-08-29","thur",0.001833,0.150319,-10.8503606953605,TRUE
"1963-08-30","fri",0.004012,0.037914,-10.8675373053906,TRUE
"1963-09-03","tues",0.003695,0.234306,-10.896333787788,TRUE
"1963-09-04","wed",0.001229,0.318741,-10.9926803442878,TRUE
"1963-09-05","thur",0.00688,0.256745,-10.826016199813,TRUE
"1963-09-06","fri",-0.003543,0.481539,-10.8635567282565,TRUE
"1963-09-09","mon",-0.003337,0.12724,-10.9062794279548,TRUE
"1963-09-10","tues",0.006135,0.182482,-10.8062812801484,TRUE
"1963-09-11","wed",0.003938,0.406269,-10.8300473310479,TRUE
"1963-09-12","thur",-0.000108,0.223717,-10.9353423463109,TRUE
"1963-09-13","fri",-0.000176,0.162834,-11.040510370645,TRUE
"1963-09-16","mon",-0.002259,0.067468,-11.1111317548701,TRUE
"1963-09-17","tues",0.002259,0.111408,-11.1792571556817,TRUE
"1963-09-18","wed",-0.003072,0.134334,-11.2122077271986,TRUE
"1963-09-19","thur",0.007238,-0.082885,-10.9592530180338,TRUE
"1963-09-20","fri",0.000511,0.179483,-11.0629459875554,TRUE
"1963-09-23","mon",-0.004272,0.14695,-11.0467008421833,TRUE
"1963-09-24","tues",0.007441,0.216099,-10.8256776515079,TRUE
"1963-09-25","wed",-0.003048,0.351228,-10.8804326254183,TRUE
"1963-09-26","thur",-0.009104,0.131479,-10.5875013695332,TRUE
"1963-09-27","fri",0.001397,-0.027904,-10.6843077107133,TRUE
"1963-09-30","mon",-0.007058,-0.178326,-10.5732202052008,TRUE
"1963-10-01","tues",0.007532,-0.008083,-10.4584145002837,TRUE
"1963-10-02","wed",-0.000528,-0.16095,-10.5626948621546,TRUE
"1963-10-03","thur",0.008514,0.016756,-10.3969190025587,TRUE
"1963-10-04","fri",0.001088,0.142957,-10.4979821453657,TRUE
"1963-10-07","mon",-0.001612,-0.087629,-10.5929339893035,TRUE
"1963-10-08","tues",5.4e-05,0.108833,-10.6982817080449,TRUE
"1963-10-09","wed",-0.005486,0.221577,-10.6655493219329,TRUE
"1963-10-10","thur",0.000986,0.01133,-10.7662891775844,TRUE
"1963-10-11","fri",0.001619,0.072096,-10.8579392393058,TRUE
"1963-10-14","mon",0.000108,-0.02916,-10.963232459696,TRUE
"1963-10-15","tues",0.000472,0.0342,-11.0671671421212,TRUE
"1963-10-16","wed",0.008399,0.233813,-10.7657826446493,TRUE
"1963-10-17","thur",0.003095,0.425178,-10.8219551520683,TRUE
"1963-10-18","fri",-0.000226,0.268478,-10.9270305883717,TRUE
"1963-10-21","mon",0.002276,0.198727,-11.000868000232,TRUE
"1963-10-22","tues",-0.006802,0.358838,-10.8376627625314,TRUE
"1963-10-23","wed",-0.000977,0.261639,-10.9376343227313,TRUE
"1963-10-24","thur",0.007102,0.33548,-10.7689915432992,TRUE
"1963-10-25","fri",0.005055,0.351839,-10.7477776740416,TRUE
"1963-10-28","mon",0.00499,0.459571,-10.7320458341232,TRUE
"1963-10-29","tues",0.001461,0.298708,-10.826607550856,TRUE
"1963-10-30","wed",-0.007007,0.13237,-10.689323431986,TRUE
"1963-10-31","thur",5.3e-05,0.103635,-10.794670636008,TRUE
"1963-11-01","fri",-0.001988,0.143025,-10.8788422184837,TRUE
"1963-11-04","mon",-0.006002,0.178987,-10.7917016479952,TRUE
"1963-11-06","wed",-0.006951,0.204239,-10.6651444356137,TRUE
"1963-11-07","thur",0.002188,-0.056929,-10.7479670548947,TRUE
"1963-11-08","fri",0.006883,-0.001986,-10.6342302715614,TRUE
"1963-11-11","mon",0.003935,-0.142602,-10.6705844408512,TRUE
"1963-11-12","tues",-0.004734,0.007809,-10.6740623630678,TRUE
"1963-11-13","wed",0.001199,0.02827,-10.7725436151103,TRUE
"1963-11-14","thur",-0.005433,0.004946,-10.7325557213887,TRUE
"1963-11-15","fri",-0.009469,0.041924,-10.4618996651794,TRUE
"1963-11-18","mon",-0.006984,0.028965,-10.3937725860735,TRUE
"1963-11-19","tues",0.002446,-0.036173,-10.4776485104484,TRUE
"1963-11-20","wed",0.007317,0.143861,-10.3913407415567,TRUE
"1963-11-21","thur",-0.012762,0.200788,-10.0332703228899,TRUE
"1963-11-22","fri",-0.029307,0.35065,-8.98391102480653,TRUE
"1963-11-26","tues",0.044034,0.680039,-8.08940510535381,TRUE
"1963-11-27","wed",-0.003395,0.093666,-8.19059958821851,TRUE
"1963-11-29","fri",0.012766,0.010662,-8.23269455572657,TRUE
"1963-12-02","mon",0.00185,-0.007663,-8.33662483725093,TRUE
"1963-12-03","tues",-0.00012,-0.062987,-8.44197904558398,TRUE
"1963-12-04","wed",0.004896,-0.006234,-8.5350623989735,TRUE
"1963-12-05","thur",0.010992,0.070948,-8.57432772318842,TRUE
"1963-12-06","fri",-0.004737,-0.003986,-8.66657409805254,TRUE
"1963-12-09","mon",-0.00154,-0.093257,-8.77040556250883,TRUE
"1963-12-10","tues",0.000224,-0.065449,-8.87573058291994,TRUE
"1963-12-11","wed",-0.00269,-0.102434,-8.97535125719429,TRUE
"1963-12-12","thur",0.00029,-0.145873,-9.08063842733695,TRUE
"1963-12-13","fri",0.003611,-0.13048,-9.1733529199259,TRUE
"1963-12-16","mon",0.001932,-0.134268,-9.27472541155932,TRUE
"1963-12-17","tues",0.006204,0.044195,-9.33548338846606,TRUE
"1963-12-18","wed",0.001082,0.194403,-9.43936958486554,TRUE
"1963-12-19","thur",-0.004376,-0.117221,-9.5183280141785,TRUE
"1963-12-20","fri",-0.002333,-0.078471,-9.61549332880863,TRUE
"1963-12-23","mon",-0.004972,-0.093448,-9.68048385100044,TRUE
"1963-12-24","tues",-0.001901,-0.227473,-9.77944097388457,TRUE
"1963-12-26","thur",0.004416,-0.298372,-9.84722896564126,TRUE
"1963-12-27","fri",0.003598,-0.136976,-9.92576158724533,TRUE
"1963-12-30","mon",-0.004006,-0.017109,-9.99531165577242,TRUE
"1963-12-31","tues",0.004006,0.288349,-10.0623313612181,TRUE
"1964-01-02","thur",0.004094,-0.085685,-10.1249575050983,TRUE
"1964-01-03","fri",0.002086,0.080903,-10.2183191265932,TRUE
"1964-01-06","mon",0.002381,0.065629,-10.3065673078617,TRUE
"1964-01-07","tues",0.002881,0.103425,-10.3847045371148,TRUE
"1964-01-08","wed",0.003531,0.044068,-10.4462039922418,TRUE
"1964-01-09","thur",0.002695,0.004937,-10.5241708259626,TRUE
"1964-01-10","fri",-0.002863,0.019975,-10.5962116226199,TRUE
"1964-01-13","mon",-0.001564,0.051297,-10.6907656485061,TRUE
"1964-01-14","tues",0.00177,0.224007,-10.7809355272888,TRUE
"1964-01-15","wed",0.000284,0.256003,-10.8858652036978,TRUE
"1964-01-16","thur",0.001831,0.166658,-10.9715178732549,TRUE
"1964-01-17","fri",-0.000567,0.063086,-11.0748008651124,TRUE
"1964-01-20","mon",-0.003435,0.056648,-11.0989519892308,TRUE
"1964-01-21","tues",0.004402,-0.092085,-11.0712775869222,TRUE
"1964-01-22","wed",0.006253,0.028881,-10.9303216523177,TRUE
"1964-01-23","thur",0.001982,0.019395,-11.0116024483006,TRUE
"1964-01-24","fri",0.00023,-0.037669,-11.1166073971062,TRUE
"1964-01-27","mon",0.002933,-0.007719,-11.1596445743195,TRUE
"1964-01-28","tues",0.003102,-0.110392,-11.1925905952121,TRUE
"1964-01-29","wed",-0.006597,-0.165969,-10.9970794644114,TRUE
"1964-01-30","thur",0.001073,-0.213634,-11.0948357173733,TRUE
"1964-01-31","fri",0.002422,-0.263193,-11.1581748714066,TRUE
"1964-02-03","mon",-0.00079,-0.230642,-11.2586864286388,TRUE
"1964-02-04","tues",-0.001811,-0.185922,-11.3361718806048,TRUE
"1964-02-05","wed",-0.000332,-0.254932,-11.4405071337418,TRUE
"1964-02-06","thur",0.004295,-0.227219,-11.3714068056567,TRUE
"1964-02-07","fri",0.006565,-0.089687,-11.1291260385668,TRUE
"1964-02-10","mon",-0.003645,-0.214886,-11.1386634835978,TRUE
"1964-02-11","tues",0.004365,-0.239734,-11.10810656561,TRUE
"1964-02-12","wed",0.003352,-0.098042,-11.1334580540383,TRUE
"1964-02-13","thur",-0.000503,-0.063374,-11.2368934921604,TRUE
"1964-02-14","fri",0.000176,-0.161561,-11.3419926814252,TRUE
"1964-02-17","mon",0.002049,-0.068634,-11.4087744805004,TRUE
"1964-02-18","tues",-0.000993,-0.092102,-11.5043166275766,TRUE
"1964-02-19","wed",-0.000616,-0.172808,-11.6055022638662,TRUE
"1964-02-20","thur",0.002613,-0.080266,-11.6309086456543,TRUE
"1964-02-24","mon",0.000163,0.100112,-11.7359366500452,TRUE
"1964-02-25","tues",-0.000665,-0.018885,-11.8351726195302,TRUE
"1964-02-26","wed",0.003496,0.045155,-11.7687097252255,TRUE
"1964-02-27","thur",-0.002932,0.055122,-11.7577796201108,TRUE
"1964-02-28","fri",0.003882,-0.030257,-11.669317204096,TRUE
"1964-03-02","mon",0.003257,0.091723,-11.6455915178235,TRUE
"1964-03-03","tues",0.003693,0.027872,-11.5913618218496,TRUE
"1964-03-04","wed",-0.001267,0.00869,-11.6776215863606,TRUE
"1964-03-05","thur",-0.001156,-0.104265,-11.7656158823472,TRUE
"1964-03-06","fri",0.002808,-0.081357,-11.7641147725076,TRUE
"1964-03-09","mon",0.001426,0.057505,-11.8408537255284,TRUE
"1964-03-10","tues",0.002734,0.053604,-11.8370904870057,TRUE
"1964-03-11","wed",0.00552,0.167347,-11.5584496432824,TRUE
"1964-03-12","thur",0.00043,0.012744,-11.6616628564502,TRUE
"1964-03-13","fri",0.002453,0.082957,-11.6922866081161,TRUE
"1964-03-16","mon",0.000318,-0.011709,-11.7962994970347,TRUE
"1964-03-17","tues",0.002055,0.052641,-11.8412005303873,TRUE
"1964-03-18","wed",0.002551,0.12623,-11.8508662794242,TRUE
"1964-03-19","thur",-0.001086,0.088852,-11.9380329782108,TRUE
"1964-03-20","fri",-0.005421,-0.030064,-11.638219449817,TRUE
"1964-03-23","mon",-0.001633,-0.042902,-11.7105317605056,TRUE
"1964-03-24","tues",-0.002671,0.014553,-11.7237067450144,TRUE
"1964-03-25","wed",0.00213,0.055798,-11.7687017181182,TRUE
"1964-03-26","thur",0.003376,0.11583,-11.7225749718079,TRUE
"1964-03-30","mon",-0.00076,0.16546,-11.8200482222273,TRUE
"1964-03-31","tues",-0.002456,0.025519,-11.8381987842103,TRUE
"1964-04-01","wed",0.003425,0.061123,-11.7777005832117,TRUE
"1964-04-02","thur",0.005852,0.275407,-11.480320820582,TRUE
"1964-04-03","fri",0.002579,0.139847,-11.5165763212432,TRUE
"1964-04-06","mon",0.002148,0.112417,-11.5717461773102,TRUE
"1964-04-07","tues",-0.002416,0.119264,-11.6105977222844,TRUE
"1964-04-08","wed",0.001724,0.025898,-11.6801771055099,TRUE
"1964-04-09","thur",-0.003452,0.010167,-11.6401517480683,TRUE
"1964-04-10","fri",0.000487,-0.050461,-11.7425254391987,TRUE
"1964-04-13","mon",-0.000536,0.014807,-11.8438840696345,TRUE
"1964-04-14","tues",0.001995,-0.025756,-11.8895052014238,TRUE
"1964-04-15","wed",0.003009,0.001874,-11.8580589824267,TRUE
"1964-04-16","thur",0.000266,-0.003241,-11.9623057841642,TRUE
"1964-04-17","fri",0.002033,0.136951,-11.9981816249199,TRUE
"1964-04-20","mon",-0.003378,0.058367,-11.9162520114323,TRUE
"1964-04-21","tues",0.002314,0.099546,-11.9363209660995,TRUE
"1964-04-22","wed",-0.003491,0.034964,-11.8537279033976,TRUE
"1964-04-23","thur",-0.002322,0.247812,-11.8782231927713,TRUE
"1964-04-24","fri",-0.008274,0.070445,-11.2435802395955,TRUE
"1964-04-27","mon",-0.003713,-0.031528,-11.2382883593218,TRUE
"1964-04-28","tues",0.005932,-0.088034,-11.0835569987405,TRUE
"1964-04-29","wed",-0.004774,0.168386,-11.0363112339792,TRUE
"1964-04-30","thur",-0.002513,0.081213,-11.0990286703148,TRUE
"1964-05-01","fri",0.007777,0.117941,-10.8367927123494,TRUE
"1964-05-04","mon",0.008203,0.005705,-10.6199123672408,TRUE
"1964-05-05","tues",0.003393,0.000582,-10.6742266131692,TRUE
"1964-05-06","wed",0.001873,0.038809,-10.7628720968211,TRUE
"1964-05-07","thur",0.0024,0.043898,-10.8384515496759,TRUE
"1964-05-08","fri",-0.001929,-0.088403,-10.9229650532574,TRUE
"1964-05-11","mon",-0.001812,-0.176171,-11.0083036450625,TRUE
"1964-05-12","tues",0.000375,-0.027355,-11.1127228461678,TRUE
"1964-05-13","wed",-0.001936,0.094854,-11.1905644680753,TRUE
"1964-05-14","thur",-0.001612,-0.126423,-11.2752267557669,TRUE
"1964-05-15","fri",0.002157,-0.055492,-11.3406483517912,TRUE
"1964-05-18","mon",-0.005973,-0.155769,-11.1581075442322,TRUE
"1964-05-19","tues",-0.004919,-0.208091,-11.0907461539733,TRUE
"1964-05-20","wed",0.003457,-0.11446,-11.1126451078176,TRUE
"1964-05-21","thur",-0.000378,-0.004255,-11.2169419450791,TRUE
"1964-05-22","fri",0.001304,-0.142163,-11.3083394444067,TRUE
"1964-05-25","mon",-0.000756,-0.291477,-11.4085438282581,TRUE
"1964-05-26","tues",-0.001623,-0.216241,-11.4878855956073,TRUE
"1964-05-27","wed",-0.001197,-0.177313,-11.5778287459579,TRUE
"1964-05-28","thur",0.003198,-0.150357,-11.5687368452909,TRUE
"1964-06-01","mon",-0.00244,-0.248013,-11.606469295688,TRUE
"1964-06-02","tues",-0.005857,-0.273743,-11.3622399246676,TRUE
"1964-06-03","wed",-0.002448,-0.317178,-11.4118926000992,TRUE
"1964-06-04","thur",-0.011535,-0.114001,-10.6686950185765,TRUE
"1964-06-05","fri",0.004414,-0.249483,-10.6850703966277,TRUE
"1964-06-08","mon",-0.007122,-0.299203,-10.5702787242289,TRUE
"1964-06-09","tues",0.006514,-0.186477,-10.5070233058352,TRUE
"1964-06-10","wed",0.002467,-0.252453,-10.5879469811385,TRUE
"1964-06-11","thur",0.004596,-0.389417,-10.6043161598599,TRUE
"1964-06-12","fri",-0.002295,-0.327897,-10.6863528974042,TRUE
"1964-06-15","mon",0.005139,-0.256645,-10.6709286302251,TRUE
"1964-06-16","tues",0.005638,-0.143884,-10.6346294780556,TRUE
"1964-06-17","wed",0.006323,0.007742,-10.570585772469,TRUE
